"37.187.81.8","94.141.173.133","15","18"
"37.187.81.8","94.141.173.133","15","18"
"37.187.81.8","94.141.173.133","15","18"
"198.20.70.114","37.187.81.8","16","2"
"37.187.81.8","198.20.70.114","16","20"
"37.187.81.8","94.141.173.133","15","18"
"5.135.250.51","37.187.81.8","17","2"
"37.187.81.8","5.135.250.51","17","18"
"5.135.250.51","37.187.81.8","17","16"
"5.135.250.51","37.187.81.8","17","20"
"5.135.250.51","37.187.81.8","18","2"
"37.187.81.8","5.135.250.51","18","18"
"5.135.250.51","37.187.81.8","18","16"
"5.135.250.51","37.187.81.8","18","20"
"5.135.250.51","37.187.81.8","19","2"
"37.187.81.8","5.135.250.51","19","20"
"5.135.250.51","37.187.81.8","20","2"
"37.187.81.8","5.135.250.51","20","18"
"5.135.250.51","37.187.81.8","20","16"
"5.135.250.51","37.187.81.8","20","20"
"5.135.250.51","37.187.81.8","21","2"
"37.187.81.8","5.135.250.51","21","20"
"5.135.250.51","37.187.81.8","22","2"
"37.187.81.8","5.135.250.51","22","18"
"5.135.250.51","37.187.81.8","22","16"
"5.135.250.51","37.187.81.8","22","20"
"37.187.65.250","37.187.81.8","23","2"
"37.187.81.8","37.187.65.250","23","20"
"37.187.65.250","37.187.81.8","24","2"
"37.187.81.8","37.187.65.250","24","18"
"37.187.65.250","37.187.81.8","24","16"
"37.187.65.250","37.187.81.8","24","20"
"37.187.65.250","37.187.81.8","25","2"
"37.187.81.8","37.187.65.250","25","18"
"37.187.65.250","37.187.81.8","25","16"
"37.187.65.250","37.187.81.8","25","20"
"37.187.65.250","37.187.81.8","26","2"
"37.187.81.8","37.187.65.250","26","18"
"37.187.65.250","37.187.81.8","26","16"
"37.187.65.250","37.187.81.8","26","20"
"37.187.65.250","37.187.81.8","27","2"
"37.187.81.8","37.187.65.250","27","18"
"37.187.65.250","37.187.81.8","27","16"
"37.187.65.250","37.187.81.8","27","20"
"37.187.65.250","37.187.81.8","28","2"
"37.187.81.8","37.187.65.250","28","20"
"5.135.250.51","37.187.81.8","29","2"
"37.187.81.8","5.135.250.51","29","18"
"5.135.250.51","37.187.81.8","29","16"
"5.135.250.51","37.187.81.8","29","20"
"5.135.250.51","37.187.81.8","30","2"
"37.187.81.8","5.135.250.51","30","18"
"5.135.250.51","37.187.81.8","30","16"
"5.135.250.51","37.187.81.8","30","20"
"5.135.250.51","37.187.81.8","31","2"
"37.187.81.8","5.135.250.51","31","20"
"5.135.250.51","37.187.81.8","32","2"
"37.187.81.8","5.135.250.51","32","18"
"5.135.250.51","37.187.81.8","32","16"
"5.135.250.51","37.187.81.8","32","20"
"5.135.250.51","37.187.81.8","33","2"
"37.187.81.8","5.135.250.51","33","20"
"5.135.250.51","37.187.81.8","34","2"
"37.187.81.8","5.135.250.51","34","18"
"5.135.250.51","37.187.81.8","34","16"
"5.135.250.51","37.187.81.8","34","20"
"37.187.65.250","37.187.81.8","35","2"
"37.187.81.8","37.187.65.250","35","20"
"37.187.65.250","37.187.81.8","36","2"
"37.187.81.8","37.187.65.250","36","18"
"37.187.65.250","37.187.81.8","36","16"
"37.187.65.250","37.187.81.8","36","20"
"37.187.65.250","37.187.81.8","37","2"
"37.187.81.8","37.187.65.250","37","18"
"37.187.65.250","37.187.81.8","37","16"
"37.187.65.250","37.187.81.8","37","20"
"37.187.65.250","37.187.81.8","38","2"
"37.187.81.8","37.187.65.250","38","20"
"37.187.65.250","37.187.81.8","39","2"
"37.187.81.8","37.187.65.250","39","18"
"37.187.65.250","37.187.81.8","39","16"
"37.187.65.250","37.187.81.8","39","20"
"37.187.65.250","37.187.81.8","40","2"
"37.187.81.8","37.187.65.250","40","18"
"37.187.65.250","37.187.81.8","40","16"
"37.187.65.250","37.187.81.8","40","20"
"191.238.51.29","37.187.81.8","41","2"
"37.187.81.8","191.238.51.29","41","18"
"191.238.51.29","37.187.81.8","41","16"
"37.187.81.8","191.238.51.29","41","24"
"191.238.51.29","37.187.81.8","41","17"
"37.187.81.8","191.238.51.29","41","16"
"37.187.81.8","191.238.51.29","41","17"
"191.238.51.29","37.187.81.8","42","2"
"37.187.81.8","191.238.51.29","42","18"
"191.238.51.29","37.187.81.8","41","20"
"191.238.51.29","37.187.81.8","42","16"
"37.187.81.8","191.238.51.29","42","24"
"191.238.51.29","37.187.81.8","42","24"
"191.238.51.29","37.187.81.8","42","24"
"37.187.81.8","191.238.51.29","42","16"
"37.187.81.8","191.238.51.29","42","16"
"37.187.81.8","191.238.51.29","42","24"
"191.238.51.29","37.187.81.8","42","24"
"37.187.81.8","191.238.51.29","42","24"
"191.238.51.29","37.187.81.8","42","24"
"191.238.51.29","37.187.81.8","42","24"
"37.187.81.8","191.238.51.29","42","16"
"37.187.81.8","191.238.51.29","42","24"
"191.238.51.29","37.187.81.8","42","24"
"37.187.81.8","191.238.51.29","42","16"
"37.187.81.8","191.238.51.29","42","24"
"37.187.81.8","191.238.51.29","42","24"
"191.238.51.29","37.187.81.8","42","16"
"191.238.51.29","37.187.81.8","42","16"
"191.238.51.29","37.187.81.8","42","24"
"37.187.81.8","191.238.51.29","42","16"
"37.187.81.8","191.238.51.29","42","24"
"191.238.51.29","37.187.81.8","42","24"
"37.187.81.8","191.238.51.29","42","16"
"191.238.51.29","37.187.81.8","42","17"
"37.187.81.8","191.238.51.29","42","17"
"191.238.51.29","37.187.81.8","42","16"
"191.238.51.29","37.187.81.8","43","2"
"37.187.81.8","191.238.51.29","43","18"
"191.238.51.29","37.187.81.8","43","16"
"191.238.51.29","37.187.81.8","43","24"
"37.187.81.8","191.238.51.29","43","16"
"37.187.81.8","191.238.51.29","43","24"
"191.238.51.29","37.187.81.8","43","24"
"37.187.81.8","191.238.51.29","43","24"
"191.238.51.29","37.187.81.8","43","16"
"191.238.51.29","37.187.81.8","43","24"
"37.187.81.8","191.238.51.29","43","24"
"191.238.51.29","37.187.81.8","43","24"
"191.238.51.29","37.187.81.8","43","24"
"37.187.81.8","191.238.51.29","43","16"
"37.187.81.8","191.238.51.29","43","24"
"191.238.51.29","37.187.81.8","43","24"
"37.187.81.8","191.238.51.29","43","24"
"191.238.51.29","37.187.81.8","43","16"
"191.238.51.29","37.187.81.8","43","24"
"37.187.81.8","191.238.51.29","43","16"
"37.187.81.8","191.238.51.29","43","24"
"191.238.51.29","37.187.81.8","43","24"
"37.187.81.8","191.238.51.29","43","16"
"191.238.51.29","37.187.81.8","43","17"
"37.187.81.8","191.238.51.29","43","17"
"191.238.51.29","37.187.81.8","44","2"
"37.187.81.8","191.238.51.29","44","18"
"191.238.51.29","37.187.81.8","43","16"
"191.238.51.29","37.187.81.8","44","16"
"37.187.81.8","191.238.51.29","44","24"
"191.238.51.29","37.187.81.8","44","24"
"37.187.81.8","191.238.51.29","44","16"
"37.187.81.8","191.238.51.29","44","24"
"191.238.51.29","37.187.81.8","44","24"
"37.187.81.8","191.238.51.29","44","16"
"191.238.51.29","37.187.81.8","44","24"
"37.187.81.8","191.238.51.29","44","16"
"37.187.81.8","191.238.51.29","44","24"
"191.238.51.29","37.187.81.8","44","24"
"191.238.51.29","37.187.81.8","44","24"
"37.187.81.8","191.238.51.29","44","16"
"37.187.81.8","191.238.51.29","44","24"
"191.238.51.29","37.187.81.8","44","16"
"191.238.51.29","37.187.81.8","44","24"
"37.187.81.8","191.238.51.29","44","24"
"191.238.51.29","37.187.81.8","44","24"
"37.187.81.8","191.238.51.29","44","16"
"37.187.81.8","191.238.51.29","44","24"
"191.238.51.29","37.187.81.8","44","24"
"37.187.81.8","191.238.51.29","44","16"
"191.238.51.29","37.187.81.8","44","17"
"37.187.81.8","191.238.51.29","44","17"
"191.238.51.29","37.187.81.8","45","2"
"37.187.81.8","191.238.51.29","45","18"
"191.238.51.29","37.187.81.8","44","16"
"191.238.51.29","37.187.81.8","45","16"
"37.187.81.8","191.238.51.29","45","24"
"191.238.51.29","37.187.81.8","45","16"
"191.238.51.29","37.187.81.8","45","24"
"191.238.51.29","37.187.81.8","45","24"
"37.187.81.8","191.238.51.29","45","16"
"37.187.81.8","191.238.51.29","45","16"
"37.187.81.8","191.238.51.29","45","24"
"191.238.51.29","37.187.81.8","45","24"
"37.187.81.8","191.238.51.29","45","24"
"191.238.51.29","37.187.81.8","45","16"
"191.238.51.29","37.187.81.8","45","24"
"37.187.81.8","191.238.51.29","45","16"
"191.238.51.29","37.187.81.8","45","24"
"37.187.81.8","191.238.51.29","45","16"
"37.187.81.8","191.238.51.29","45","24"
"191.238.51.29","37.187.81.8","45","24"
"37.187.81.8","191.238.51.29","45","24"
"191.238.51.29","37.187.81.8","45","24"
"37.187.81.8","191.238.51.29","45","16"
"37.187.81.8","191.238.51.29","45","24"
"191.238.51.29","37.187.81.8","45","24"
"37.187.81.8","191.238.51.29","45","16"
"191.238.51.29","37.187.81.8","45","17"
"37.187.81.8","191.238.51.29","45","17"
"191.238.51.29","37.187.81.8","45","16"
"191.238.51.29","37.187.81.8","46","2"
"37.187.81.8","191.238.51.29","46","18"
"191.238.51.29","37.187.81.8","46","16"
"37.187.81.8","191.238.51.29","46","24"
"191.238.51.29","37.187.81.8","46","24"
"37.187.81.8","191.238.51.29","46","16"
"191.238.51.29","37.187.81.8","46","16"
"37.187.81.8","191.238.51.29","46","24"
"191.238.51.29","37.187.81.8","46","24"
"37.187.81.8","191.238.51.29","46","16"
"191.238.51.29","37.187.81.8","46","24"
"37.187.81.8","191.238.51.29","46","16"
"37.187.81.8","191.238.51.29","46","24"
"191.238.51.29","37.187.81.8","46","24"
"191.238.51.29","37.187.81.8","46","24"
"37.187.81.8","191.238.51.29","46","16"
"37.187.81.8","191.238.51.29","46","24"
"191.238.51.29","37.187.81.8","46","24"
"37.187.81.8","191.238.51.29","46","24"
"191.238.51.29","37.187.81.8","46","24"
"37.187.81.8","191.238.51.29","46","16"
"37.187.81.8","191.238.51.29","46","24"
"191.238.51.29","37.187.81.8","46","24"
"37.187.81.8","191.238.51.29","46","16"
"191.238.51.29","37.187.81.8","46","17"
"37.187.81.8","191.238.51.29","46","17"
"191.238.51.29","37.187.81.8","46","16"
"191.238.51.29","37.187.81.8","47","2"
"37.187.81.8","191.238.51.29","47","18"
"191.238.51.29","37.187.81.8","47","16"
"37.187.81.8","191.238.51.29","47","24"
"191.238.51.29","37.187.81.8","47","24"
"37.187.81.8","191.238.51.29","47","16"
"191.238.51.29","37.187.81.8","47","16"
"37.187.81.8","191.238.51.29","47","24"
"191.238.51.29","37.187.81.8","47","16"
"191.238.51.29","37.187.81.8","47","24"
"37.187.81.8","191.238.51.29","47","16"
"191.238.51.29","37.187.81.8","47","24"
"37.187.81.8","191.238.51.29","47","16"
"37.187.81.8","191.238.51.29","47","24"
"191.238.51.29","37.187.81.8","47","24"
"191.238.51.29","37.187.81.8","47","24"
"37.187.81.8","191.238.51.29","47","16"
"37.187.81.8","191.238.51.29","47","24"
"191.238.51.29","37.187.81.8","47","24"
"37.187.81.8","191.238.51.29","47","24"
"191.238.51.29","37.187.81.8","47","24"
"37.187.81.8","191.238.51.29","47","16"
"37.187.81.8","191.238.51.29","47","24"
"191.238.51.29","37.187.81.8","47","16"
"191.238.51.29","37.187.81.8","47","24"
"37.187.81.8","191.238.51.29","47","16"
"191.238.51.29","37.187.81.8","47","17"
"37.187.81.8","191.238.51.29","47","17"
"191.238.51.29","37.187.81.8","48","2"
"37.187.81.8","191.238.51.29","48","18"
"191.238.51.29","37.187.81.8","47","16"
"191.238.51.29","37.187.81.8","48","16"
"191.238.51.29","37.187.81.8","48","24"
"37.187.81.8","191.238.51.29","48","16"
"37.187.81.8","191.238.51.29","48","24"
"191.238.51.29","37.187.81.8","48","24"
"37.187.81.8","191.238.51.29","48","24"
"191.238.51.29","37.187.81.8","48","16"
"191.238.51.29","37.187.81.8","48","24"
"37.187.81.8","191.238.51.29","48","24"
"191.238.51.29","37.187.81.8","48","24"
"191.238.51.29","37.187.81.8","48","24"
"37.187.81.8","191.238.51.29","48","16"
"37.187.81.8","191.238.51.29","48","24"
"191.238.51.29","37.187.81.8","48","24"
"37.187.81.8","191.238.51.29","48","24"
"191.238.51.29","37.187.81.8","48","24"
"37.187.81.8","191.238.51.29","48","16"
"37.187.81.8","191.238.51.29","48","24"
"191.238.51.29","37.187.81.8","48","24"
"37.187.81.8","191.238.51.29","48","16"
"191.238.51.29","37.187.81.8","48","17"
"37.187.81.8","191.238.51.29","48","17"
"191.238.51.29","37.187.81.8","49","2"
"37.187.81.8","191.238.51.29","49","18"
"191.238.51.29","37.187.81.8","48","16"
"191.238.51.29","37.187.81.8","49","16"
"37.187.81.8","191.238.51.29","49","24"
"191.238.51.29","37.187.81.8","49","24"
"37.187.81.8","191.238.51.29","49","16"
"193.109.247.128","37.187.81.8","50","2"
"37.187.81.8","193.109.247.128","50","18"
"191.238.51.29","37.187.81.8","49","24"
"37.187.81.8","191.238.51.29","49","24"
"191.238.51.29","37.187.81.8","49","24"
"37.187.81.8","191.238.51.29","49","24"
"191.238.51.29","37.187.81.8","49","16"
"191.238.51.29","37.187.81.8","49","24"
"191.238.51.29","37.187.81.8","49","24"
"37.187.81.8","191.238.51.29","49","16"
"37.187.81.8","191.238.51.29","49","24"
"191.238.51.29","37.187.81.8","49","24"
"37.187.81.8","191.238.51.29","49","24"
"191.238.51.29","37.187.81.8","49","24"
"37.187.81.8","191.238.51.29","49","16"
"37.187.81.8","193.109.247.128","50","18"
"37.187.81.8","191.238.51.29","49","24"
"191.238.51.29","37.187.81.8","49","24"
"37.187.81.8","191.238.51.29","49","16"
"191.238.51.29","37.187.81.8","49","17"
"191.238.51.29","37.187.81.8","51","2"
"37.187.81.8","191.238.51.29","51","18"
"37.187.81.8","191.238.51.29","49","17"
"191.238.51.29","37.187.81.8","51","16"
"191.238.51.29","37.187.81.8","49","16"
"37.187.81.8","191.238.51.29","51","24"
"37.187.81.8","193.109.247.128","50","18"
"191.238.51.29","37.187.81.8","51","24"
"191.238.51.29","37.187.81.8","51","24"
"37.187.81.8","191.238.51.29","51","16"
"37.187.81.8","191.238.51.29","51","16"
"37.187.81.8","191.238.51.29","51","24"
"191.238.51.29","37.187.81.8","51","24"
"37.187.81.8","191.238.51.29","51","24"
"191.238.51.29","37.187.81.8","51","24"
"191.238.51.29","37.187.81.8","51","24"
"37.187.81.8","191.238.51.29","51","16"
"37.187.81.8","191.238.51.29","51","24"
"191.238.51.29","37.187.81.8","51","24"
"37.187.81.8","191.238.51.29","51","24"
"191.238.51.29","37.187.81.8","51","24"
"37.187.81.8","191.238.51.29","51","16"
"37.187.81.8","191.238.51.29","51","24"
"191.238.51.29","37.187.81.8","51","24"
"37.187.81.8","191.238.51.29","51","16"
"191.238.51.29","37.187.81.8","51","17"
"191.238.51.29","37.187.81.8","52","2"
"37.187.81.8","191.238.51.29","52","18"
"37.187.81.8","191.238.51.29","51","17"
"191.238.51.29","37.187.81.8","52","16"
"191.238.51.29","37.187.81.8","52","24"
"37.187.81.8","191.238.51.29","52","16"
"191.238.51.29","37.187.81.8","51","16"
"37.187.81.8","191.238.51.29","52","24"
"191.238.51.29","37.187.81.8","52","24"
"37.187.81.8","191.238.51.29","52","24"
"191.238.51.29","37.187.81.8","52","24"
"37.187.81.8","191.238.51.29","52","24"
"191.238.51.29","37.187.81.8","52","24"
"191.238.51.29","37.187.81.8","52","24"
"37.187.81.8","191.238.51.29","52","16"
"37.187.81.8","191.238.51.29","52","24"
"191.238.51.29","37.187.81.8","52","24"
"37.187.81.8","191.238.51.29","52","24"
"191.238.51.29","37.187.81.8","52","24"
"37.187.81.8","193.109.247.128","50","18"
"37.187.81.8","191.238.51.29","52","16"
"37.187.81.8","191.238.51.29","52","24"
"191.238.51.29","37.187.81.8","53","2"
"37.187.81.8","191.238.51.29","53","18"
"191.238.51.29","37.187.81.8","52","24"
"37.187.81.8","191.238.51.29","52","16"
"191.238.51.29","37.187.81.8","52","17"
"37.187.81.8","191.238.51.29","52","17"
"191.238.51.29","37.187.81.8","53","16"
"37.187.81.8","191.238.51.29","53","24"
"191.238.51.29","37.187.81.8","52","16"
"191.238.51.29","37.187.81.8","53","24"
"37.187.81.8","191.238.51.29","53","16"
"191.238.51.29","37.187.81.8","53","24"
"37.187.81.8","191.238.51.29","53","16"
"37.187.81.8","191.238.51.29","53","24"
"191.238.51.29","37.187.81.8","53","24"
"37.187.81.8","191.238.51.29","53","24"
"191.238.51.29","37.187.81.8","53","24"
"191.238.51.29","37.187.81.8","53","24"
"37.187.81.8","191.238.51.29","53","16"
"37.187.81.8","191.238.51.29","53","24"
"191.238.51.29","37.187.81.8","53","24"
"37.187.81.8","191.238.51.29","53","24"
"191.238.51.29","37.187.81.8","53","24"
"37.187.81.8","191.238.51.29","53","16"
"37.187.81.8","191.238.51.29","53","24"
"191.238.51.29","37.187.81.8","53","24"
"37.187.81.8","191.238.51.29","53","16"
"191.238.51.29","37.187.81.8","53","17"
"37.187.81.8","191.238.51.29","53","17"
"191.238.51.29","37.187.81.8","54","2"
"37.187.81.8","191.238.51.29","54","18"
"191.238.51.29","37.187.81.8","53","16"
"191.238.51.29","37.187.81.8","54","16"
"191.238.51.29","37.187.81.8","54","24"
"37.187.81.8","191.238.51.29","54","16"
"37.187.81.8","191.238.51.29","54","24"
"191.238.51.29","37.187.81.8","54","24"
"37.187.81.8","191.238.51.29","54","24"
"191.238.51.29","37.187.81.8","54","24"
"37.187.81.8","191.238.51.29","54","24"
"191.238.51.29","37.187.81.8","54","24"
"191.238.51.29","37.187.81.8","54","24"
"37.187.81.8","191.238.51.29","54","16"
"37.187.81.8","191.238.51.29","54","24"
"191.238.51.29","37.187.81.8","54","24"
"37.187.81.8","191.238.51.29","54","24"
"191.238.51.29","37.187.81.8","54","24"
"37.187.81.8","191.238.51.29","54","16"
"37.187.81.8","191.238.51.29","54","24"
"37.187.81.8","193.109.247.128","50","18"
"191.238.51.29","37.187.81.8","54","24"
"37.187.81.8","191.238.51.29","54","16"
"191.238.51.29","37.187.81.8","54","17"
"37.187.81.8","191.238.51.29","54","17"
"191.238.51.29","37.187.81.8","54","16"
"191.238.51.29","37.187.81.8","55","2"
"37.187.81.8","191.238.51.29","55","18"
"191.238.51.29","37.187.81.8","55","16"
"191.238.51.29","37.187.81.8","55","24"
"37.187.81.8","191.238.51.29","55","16"
"37.187.81.8","191.238.51.29","55","24"
"191.238.51.29","37.187.81.8","55","24"
"37.187.81.8","191.238.51.29","55","24"
"191.238.51.29","37.187.81.8","55","24"
"37.187.81.8","191.238.51.29","55","24"
"191.238.51.29","37.187.81.8","55","24"
"191.238.51.29","37.187.81.8","55","24"
"37.187.81.8","191.238.51.29","55","16"
"37.187.81.8","191.238.51.29","55","24"
"191.238.51.29","37.187.81.8","55","24"
"37.187.81.8","191.238.51.29","55","24"
"191.238.51.29","37.187.81.8","55","24"
"37.187.81.8","191.238.51.29","55","16"
"37.187.81.8","191.238.51.29","55","24"
"191.238.51.29","37.187.81.8","55","24"
"37.187.81.8","191.238.51.29","55","16"
"191.238.51.29","37.187.81.8","55","17"
"37.187.81.8","191.238.51.29","55","17"
"191.238.51.29","37.187.81.8","55","16"
"37.187.81.8","193.109.247.128","50","18"
"176.74.76.87","37.187.81.8","56","2"
"37.187.81.8","176.74.76.87","56","20"
"38.101.217.253","37.187.81.8","57","2"
"37.187.81.8","38.101.217.253","57","20"
"38.101.217.252","37.187.81.8","58","2"
"37.187.81.8","38.101.217.252","58","20"
"123.143.119.35","37.187.81.8","59","2"
"37.187.81.8","123.143.119.35","59","20"
"5.135.250.51","37.187.81.8","60","2"
"37.187.81.8","5.135.250.51","60","18"
"5.135.250.51","37.187.81.8","60","16"
"5.135.250.51","37.187.81.8","60","20"
"5.135.250.51","37.187.81.8","61","2"
"37.187.81.8","5.135.250.51","61","20"
"5.135.250.51","37.187.81.8","62","2"
"37.187.81.8","5.135.250.51","62","18"
"5.135.250.51","37.187.81.8","62","16"
"5.135.250.51","37.187.81.8","62","20"
"5.135.250.51","37.187.81.8","63","2"
"37.187.81.8","5.135.250.51","63","20"
"5.135.250.51","37.187.81.8","64","2"
"37.187.81.8","5.135.250.51","64","18"
"5.135.250.51","37.187.81.8","64","16"
"5.135.250.51","37.187.81.8","64","20"
"5.135.250.51","37.187.81.8","65","2"
"37.187.81.8","5.135.250.51","65","18"
"5.135.250.51","37.187.81.8","65","16"
"5.135.250.51","37.187.81.8","65","20"
"37.187.65.250","37.187.81.8","66","2"
"37.187.81.8","37.187.65.250","66","20"
"37.187.65.250","37.187.81.8","67","2"
"37.187.81.8","37.187.65.250","67","18"
"37.187.65.250","37.187.81.8","67","16"
"37.187.65.250","37.187.81.8","67","20"
"37.187.65.250","37.187.81.8","68","2"
"37.187.81.8","37.187.65.250","68","20"
"37.187.65.250","37.187.81.8","69","2"
"37.187.81.8","37.187.65.250","69","18"
"37.187.65.250","37.187.81.8","69","16"
"37.187.65.250","37.187.81.8","69","20"
"37.187.65.250","37.187.81.8","70","2"
"37.187.81.8","37.187.65.250","70","18"
"37.187.65.250","37.187.81.8","70","16"
"37.187.65.250","37.187.81.8","70","20"
"37.187.65.250","37.187.81.8","71","2"
"37.187.81.8","37.187.65.250","71","18"
"37.187.65.250","37.187.81.8","71","16"
"37.187.65.250","37.187.81.8","71","20"
"5.135.250.51","37.187.81.8","72","2"
"37.187.81.8","5.135.250.51","72","18"
"5.135.250.51","37.187.81.8","73","2"
"37.187.81.8","5.135.250.51","73","18"
"5.135.250.51","37.187.81.8","72","16"
"5.135.250.51","37.187.81.8","73","16"
"5.135.250.51","37.187.81.8","73","20"
"5.135.250.51","37.187.81.8","72","20"
"5.135.250.51","37.187.81.8","74","2"
"37.187.81.8","5.135.250.51","74","20"
"5.135.250.51","37.187.81.8","75","2"
"37.187.81.8","5.135.250.51","75","20"
"5.135.250.51","37.187.81.8","76","2"
"37.187.81.8","5.135.250.51","76","18"
"5.135.250.51","37.187.81.8","77","2"
"37.187.81.8","5.135.250.51","77","18"
"5.135.250.51","37.187.81.8","77","16"
"5.135.250.51","37.187.81.8","76","16"
"5.135.250.51","37.187.81.8","77","20"
"5.135.250.51","37.187.81.8","76","20"
"37.187.65.250","37.187.81.8","78","2"
"37.187.81.8","37.187.65.250","78","20"
"37.187.65.250","37.187.81.8","79","2"
"37.187.81.8","37.187.65.250","79","18"
"37.187.65.250","37.187.81.8","79","16"
"37.187.65.250","37.187.81.8","79","20"
"37.187.65.250","37.187.81.8","80","2"
"37.187.81.8","37.187.65.250","80","18"
"37.187.65.250","37.187.81.8","80","16"
"37.187.65.250","37.187.81.8","80","20"
"37.187.65.250","37.187.81.8","81","2"
"37.187.81.8","37.187.65.250","81","20"
"37.187.65.250","37.187.81.8","82","2"
"37.187.81.8","37.187.65.250","82","18"
"37.187.65.250","37.187.81.8","82","16"
"37.187.65.250","37.187.81.8","82","20"
"37.187.65.250","37.187.81.8","83","2"
"37.187.81.8","37.187.65.250","83","18"
"37.187.65.250","37.187.81.8","83","16"
"37.187.65.250","37.187.81.8","83","20"
"113.6.252.236","37.187.81.8","84","2"
"37.187.81.8","113.6.252.236","84","20"
"142.4.110.119","37.187.81.8","85","2"
"37.187.81.8","142.4.110.119","85","20"
"5.135.250.51","37.187.81.8","86","2"
"37.187.81.8","5.135.250.51","86","18"
"5.135.250.51","37.187.81.8","86","16"
"5.135.250.51","37.187.81.8","86","20"
"5.135.250.51","37.187.81.8","87","2"
"37.187.81.8","5.135.250.51","87","20"
"5.135.250.51","37.187.81.8","88","2"
"37.187.81.8","5.135.250.51","88","18"
"5.135.250.51","37.187.81.8","88","16"
